profundidade, Hreal, Himag, rho 
 -0.1150000000000000E+02, -0.7607106112145079E-01, -0.7395766685986554E-05, 100.0
 -0.1139999961853027E+02, -0.7607107871187348E-01, -0.7533476093972954E-05, 100.0
 -0.1130000019073486E+02, -0.7607109674467721E-01, -0.7677902572451817E-05, 100.0
 -0.1119999980926514E+02, -0.7607111523714553E-01, -0.7829504171534434E-05, 100.0
 -0.1110000038146973E+02, -0.7607113420753626E-01, -0.7988779996057786E-05, 100.0
 -0.1100000000000000E+02, -0.7607115367515821E-01, -0.8156274832405470E-05, 100.0
 -0.1089999961853027E+02, -0.7607117366044777E-01, -0.8332584409968039E-05, 100.0
 -0.1080000019073486E+02, -0.7607119418506332E-01, -0.8518361401437138E-05, 100.0
 -0.1069999980926514E+02, -0.7607121527197792E-01, -0.8714322285031990E-05, 100.0
 -0.1060000038146973E+02, -0.7607123694559206E-01, -0.8921255216145272E-05, 100.0
 -0.1050000000000000E+02, -0.7607125923184910E-01, -0.9140029085487025E-05, 100.0
 -0.1039999961853027E+02, -0.7607128215837188E-01, -0.9371603976995665E-05, 100.0
 -0.1030000019073486E+02, -0.7607130575460504E-01, -0.9617043283670291E-05, 100.0
 -0.1019999980926514E+02, -0.7607133005198219E-01, -0.9877527795404336E-05, 100.0
 -0.1010000038146973E+02, -0.7607135508410594E-01, -0.1015437214260233E-04, 100.0
 -0.1000000000000000E+02, -0.7607138088695199E-01, -0.1044904406711169E-04, 100.0
 -0.9899999618530273E+01, -0.7607140749909896E-01, -0.1076318710269001E-04, 100.0
 -0.9800000190734863E+01, -0.7607143496198411E-01, -0.1109864738874728E-04, 100.0
 -0.9699999809265137E+01, -0.7607146332019334E-01, -0.1145750552114153E-04, 100.0
 -0.9600000381469727E+01, -0.7607149262178987E-01, -0.1184211457754440E-04, 100.0
 -0.9500000000000000E+01, -0.7607152291868616E-01, -0.1225514575734751E-04, 100.0
 -0.9399999618530273E+01, -0.7607155426706977E-01, -0.1269964347341031E-04, 100.0
 -0.9300000190734863E+01, -0.7607158672788782E-01, -0.1317909225574736E-04, 100.0
 -0.9199999809265137E+01, -0.7607162036740653E-01, -0.1369749852731566E-04, 100.0
 -0.9100000381469727E+01, -0.7607165525785471E-01, -0.1425949125036264E-04, 100.0
 -0.9000000000000000E+01, -0.7607169147817226E-01, -0.1487044671849979E-04, 100.0
 -0.8899999618530273E+01, -0.7607172911487914E-01, -0.1553664452548016E-04, 100.0
 -0.8800000190734863E+01, -0.7607176826309925E-01, -0.1626546417937255E-04, 100.0
 -0.8699999809265137E+01, -0.7607180902776355E-01, -0.1706563526453081E-04, 100.0
 -0.8600000381469727E+01, -0.7607185152503704E-01, -0.1794755895422098E-04, 100.0
 -0.8500000000000000E+01, -0.7607189588402968E-01, -0.1892372577240778E-04, 100.0
 -0.8399999618530273E+01, -0.7607194224885300E-01, -0.2000926494653290E-04, 100.0
 -0.8300000190734863E+01, -0.7607199078111976E-01, -0.2122267633391658E-04, 100.0
 -0.8199999809265137E+01, -0.7607204166301153E-01, -0.2258681978065845E-04, 100.0
 -0.8100000381469727E+01, -0.7607209510107397E-01, -0.2413027400201863E-04, 100.0
 -0.8000000000000000E+01, -0.7607215133098473E-01, -0.2588923649062498E-04, 100.0
 -0.7900000095367432E+01, -0.7607221062359704E-01, -0.2791023329135443E-04, 100.0
 -0.7800000190734863E+01, -0.7607227329273807E-01, -0.3025407161675991E-04, 100.0
 -0.7699999809265137E+01, -0.7607233970542282E-01, -0.3300175429701846E-04, 100.0
 -0.7599999904632568E+01, -0.7607241029549673E-01, -0.3626359239044474E-04, 100.0
 -0.7500000000000000E+01, -0.7607248558227028E-01, -0.4019372883072122E-04, 100.0
 -0.7400000095367432E+01, -0.7607256619663738E-01, -0.4501422297933670E-04, 100.0
 -0.7300000190734863E+01, -0.7607265291882830E-01, -0.5105691786697559E-04, 100.0
 -0.7199999809265137E+01, -0.7607274673506968E-01, -0.5884048527445561E-04, 100.0
 -0.7099999904632568E+01, -0.7607284892660769E-01, -0.6922251866674880E-04, 100.0
 -0.7000000000000000E+01, -0.7607296121795470E-01, -0.8372763659220060E-04, 100.0
 -0.6900000095367432E+01, -0.7607291945612447E-01, -0.6668635735132197E-04, 100.0
 -0.6800000190734863E+01, -0.7607286977731836E-01, -0.4963979449015456E-04, 100.0
 -0.6699999809265137E+01, -0.7607281215790430E-01, -0.3258761937943334E-04, 100.0
 -0.6599999904632568E+01, -0.7607274657285200E-01, -0.1552947676142256E-04, 100.0
 -0.6500000000000000E+01, -0.7607267299562781E-01,  0.1535017917826601E-05, 100.0
 -0.6400000095367432E+01, -0.7607259139806770E-01,  0.1860628150648312E-04,   0.9
 -0.6300000190734863E+01, -0.7607250175024888E-01,  0.3568476651850479E-04,   0.9
 -0.6199999809265137E+01, -0.7607240402034413E-01,  0.5277096493587455E-04,   0.9
 -0.6099999904632568E+01, -0.7607229817445778E-01,  0.6986541250846996E-04,   0.9
 -0.6000000000000000E+01, -0.7607218417644671E-01,  0.8696869362478490E-04,   0.9
 -0.5900000095367432E+01, -0.7607230696512904E-01,  0.1730858951766474E-04,   0.9
 -0.5800000190734863E+01, -0.7607242992555430E-01, -0.3248287670526749E-04,   0.9
 -0.5699999809265137E+01, -0.7607255117234699E-01, -0.6971225058835302E-04,   0.9
 -0.5599999904632568E+01, -0.7607266934557401E-01, -0.9848830355280450E-04,   0.9
 -0.5500000000000000E+01, -0.7607278341858788E-01, -0.1212947003405231E-03,   0.9
 -0.5400000095367432E+01, -0.7607289259043111E-01, -0.1397189869130271E-03,   0.9
 -0.5300000190734863E+01, -0.7607299622073027E-01, -0.1548218420021436E-03,   0.9
 -0.5199999809265137E+01, -0.7607309378792097E-01, -0.1673376999410937E-03,   0.9
 -0.5099999904632568E+01, -0.7607318486120267E-01, -0.1777901232491137E-03,   0.9
 -0.5000000000000000E+01, -0.7607326908101378E-01, -0.1865613322791346E-03,   0.9
 -0.4900000095367432E+01, -0.7607334614504883E-01, -0.1939357807622042E-03,   0.9
 -0.4800000190734863E+01, -0.7607341579800748E-01, -0.2001283807978671E-03,   0.9
 -0.4699999809265137E+01, -0.7607347782394465E-01, -0.2053032990490011E-03,   0.9
 -0.4599999904632568E+01, -0.7607353204048903E-01, -0.2095867650288971E-03,   0.9
 -0.4500000000000000E+01, -0.7607357829443480E-01, -0.2130759599134922E-03,   0.9
 -0.4400000095367432E+01, -0.7607361645837607E-01, -0.2158452656177608E-03,   0.9
 -0.4300000190734863E+01, -0.7607364642814737E-01, -0.2179506847947702E-03,   0.9
 -0.4199999809265137E+01, -0.7607366812091197E-01, -0.2194329541998049E-03,   0.9
 -0.4099999904632568E+01, -0.7607368147378597E-01, -0.2203196908493558E-03,   0.9
 -0.4000000000000000E+01, -0.7607368644291375E-01, -0.2206267897451147E-03,   0.9
 -0.3900000095367432E+01, -0.7607368300295800E-01, -0.2203592084439691E-03,   0.9
 -0.3799999952316284E+01, -0.7607367114696688E-01, -0.2195112118441760E-03,   0.9
 -0.3700000047683716E+01, -0.7607365088661512E-01, -0.2180660998658736E-03,   0.9
 -0.3599999904632568E+01, -0.7607362225283426E-01, -0.2159953934199999E-03,   0.9
 -0.3500000000000000E+01, -0.7607358529685716E-01, -0.2132574031305874E-03,   0.9
 -0.3400000095367432E+01, -0.7607354009173849E-01, -0.2097950428631018E-03,   0.9
 -0.3299999952316284E+01, -0.7607348673443312E-01, -0.2055326657354198E-03,   0.9
 -0.3200000047683716E+01, -0.7607342534855098E-01, -0.2003715781992203E-03,   0.9
 -0.3099999904632568E+01, -0.7607335608796967E-01, -0.1941837024511751E-03,   0.9
 -0.3000000000000000E+01, -0.7607327914154878E-01, -0.1868025654926038E-03,   0.9
 -0.2900000095367432E+01, -0.7607319473930223E-01, -0.1780103178999892E-03,   0.9
 -0.2799999952316284E+01, -0.7607310316055843E-01, -0.1675186862519007E-03,   0.9
 -0.2700000047683716E+01, -0.7607300474488980E-01, -0.1549403724738384E-03,   0.9
 -0.2599999904632568E+01, -0.7607289990701298E-01, -0.1397448995004107E-03,   0.9
 -0.2500000000000000E+01, -0.7607278915759196E-01, -0.1211881585272966E-03,   0.9
 -0.2400000095367432E+01, -0.7607267313309887E-01, -0.9819550411161372E-04,   0.9
 -0.2299999952316284E+01, -0.7607255264026482E-01, -0.6915846471332888E-04,   0.9
 -0.2200000047683716E+01, -0.7607242872528006E-01, -0.3156057871393123E-04,   0.9
 -0.2099999904632568E+01, -0.7607230278795880E-01,  0.1876130022219913E-04,   0.9
 -0.2000000000000000E+01, -0.7607217678511115E-01,  0.8921062700465994E-04,   0.9
 -0.1899999976158142E+01, -0.7607230295540283E-01,  0.7188088989754930E-04,   0.9
 -0.1799999952316284E+01, -0.7607242058306500E-01,  0.5455485730180546E-04,   0.9
 -0.1700000047683716E+01, -0.7607252968812404E-01,  0.3723109375372639E-04,   0.9
 -0.1600000023841858E+01, -0.7607263028715784E-01,  0.1990791601949455E-04,   0.9
 -0.1500000000000000E+01, -0.7607272239314579E-01,  0.2583245550863733E-05,   0.9
 -0.1399999976158142E+01, -0.7607280601518554E-01, -0.1474563202778775E-04,  55.0
 -0.1299999952316284E+01, -0.7607288115795366E-01, -0.3208248064009478E-04,  55.0
 -0.1200000047683716E+01, -0.7607294782078106E-01, -0.4943287028693065E-04,  55.0
 -0.1100000023841858E+01, -0.7607300599600614E-01, -0.6680566480056460E-04,  55.0
 -0.1000000000000000E+01, -0.7607305566590530E-01, -0.8421622394339930E-04,  55.0
 -0.8999999761581421E+00, -0.7607296733267464E-01, -0.6996033265045601E-04,  55.0
 -0.8000000119209290E+00, -0.7607288934861763E-01, -0.5975733236946687E-04,  55.0
 -0.6999999880790710E+00, -0.7607281998560442E-01, -0.5210948070264038E-04,  55.0
 -0.6000000238418579E+00, -0.7607275796228272E-01, -0.4617429916616462E-04,  55.0
 -0.5000000000000000E+00, -0.7607270229485991E-01, -0.4144226702894274E-04,  55.0
 -0.4000000059604645E+00, -0.7607265220746794E-01, -0.3758741348896254E-04, 220.0
 -0.3000000119209290E+00, -0.7607260707509306E-01, -0.3439163144746188E-04, 220.0
 -0.2000000029802322E+00, -0.7607256638554610E-01, -0.3170354790573492E-04, 220.0
 -0.1000000014901161E+00, -0.7607252971315408E-01, -0.2941486330118885E-04, 220.0
  0.0000000000000000E+00, -0.7607249669998924E-01, -0.2744608325283798E-04, 220.0
  0.1000000014901161E+00, -0.7607246726811062E-01, -0.2597689729607355E-04, 220.0
  0.2000000029802322E+00, -0.7607244091108692E-01, -0.2466930953769818E-04, 220.0
  0.3000000119209290E+00, -0.7607241740623824E-01, -0.2350774696046760E-04, 220.0
  0.4000000059604645E+00, -0.7607239656043696E-01, -0.2247539882384017E-04, 220.0
  0.5000000000000000E+00, -0.7607237820537598E-01, -0.2155665683868301E-04, 220.0
  0.6000000238418579E+00, -0.7607236219379243E-01, -0.2073777445997985E-04, 220.0
  0.6999999880790710E+00, -0.7607234839643445E-01, -0.2000690401994927E-04, 220.0
  0.8000000119209290E+00, -0.7607233669958606E-01, -0.1935392547795880E-04, 220.0
  0.8999999761581421E+00, -0.7607232700304165E-01, -0.1877022169487534E-04, 220.0
  0.1000000000000000E+01, -0.7607231921843029E-01, -0.1824845804773637E-04, 220.0
  0.1100000023841858E+01, -0.7607231326781859E-01, -0.1778238608859526E-04, 220.0
  0.1200000047683716E+01, -0.7607230908254700E-01, -0.1736667578305708E-04, 220.0
  0.1299999952316284E+01, -0.7607230660224558E-01, -0.1699677503202987E-04, 220.0
  0.1399999976158142E+01, -0.7607230577400860E-01, -0.1666879321745465E-04, 220.0
  0.1500000000000000E+01, -0.7607230655169268E-01, -0.1637940514002497E-04, 220.0
  0.1600000023841858E+01, -0.7607230889532325E-01, -0.1612577198169051E-04, 220.0
  0.1700000047683716E+01, -0.7607231277059186E-01, -0.1590547637388036E-04, 220.0
  0.1799999952316284E+01, -0.7607231814842998E-01, -0.1571646914424847E-04, 220.0
  0.1899999976158142E+01, -0.7607232500464955E-01, -0.1555702576220170E-04, 220.0
  0.2000000000000000E+01, -0.7607233331964079E-01, -0.1542571088419744E-04, 220.0
  0.2099999904632568E+01, -0.7607234307812169E-01, -0.1532134972970929E-04, 220.0
  0.2200000047683716E+01, -0.7607235426893356E-01, -0.1524300528277726E-04, 220.0
  0.2299999952316284E+01, -0.7607236688487666E-01, -0.1518996054165305E-04, 220.0
  0.2400000095367432E+01, -0.7607238092258212E-01, -0.1516170522213678E-04, 220.0
  0.2500000000000000E+01, -0.7607239638242164E-01, -0.1515792648597132E-04, 220.0
  0.2599999904632568E+01, -0.7607241326844620E-01, -0.1517850339607988E-04, 220.0
  0.2700000047683716E+01, -0.7607243158835997E-01, -0.1522350493922091E-04, 220.0
  0.2799999952316284E+01, -0.7607245135352422E-01, -0.1529319156415060E-04, 220.0
  0.2900000095367432E+01, -0.7607247257898844E-01, -0.1538802030956025E-04, 220.0
  0.3000000000000000E+01, -0.7607249528356072E-01, -0.1550865372092719E-04, 220.0
  0.3099999904632568E+01, -0.7607251948990071E-01, -0.1565597288354475E-04, 220.0
  0.3200000047683716E+01, -0.7607254522465730E-01, -0.1583109506663520E-04, 220.0
  0.3299999952316284E+01, -0.7607257251863607E-01, -0.1603539665102618E-04, 220.0
  0.3400000095367432E+01, -0.7607260140700878E-01, -0.1627054224617782E-04, 220.0
  0.3500000000000000E+01, -0.7607263192957130E-01, -0.1653852118653983E-04, 220.0
  0.3599999904632568E+01, -0.7607266413104724E-01, -0.1684169296835008E-04, 220.0
  0.3700000047683716E+01, -0.7607269806145303E-01, -0.1718284366377733E-04, 220.0
  0.3799999952316284E+01, -0.7607273377652282E-01, -0.1756525598425303E-04, 220.0
  0.3900000095367432E+01, -0.7607277133821992E-01, -0.1799279650859086E-04, 220.0
  0.4000000000000000E+01, -0.7607281081532934E-01, -0.1847002473862701E-04, 220.0
  0.4099999904632568E+01, -0.7607285228416115E-01, -0.1900233021373842E-04, 220.0
  0.4199999809265137E+01, -0.7607289582938270E-01, -0.1959610609270654E-04, 220.0
  0.4300000190734863E+01, -0.7607294154500420E-01, -0.2025897068126889E-04, 220.0
  0.4400000095367432E+01, -0.7607298953555354E-01, -0.2100005275008468E-04, 220.0
  0.4500000000000000E+01, -0.7607303991748543E-01, -0.2183036281438467E-04, 220.0
  0.4599999904632568E+01, -0.7607309282088141E-01, -0.2276328186562983E-04, 220.0
  0.4699999809265137E+01, -0.7607314839151195E-01, -0.2381521297735371E-04, 220.0
  0.4800000190734863E+01, -0.7607320679337398E-01, -0.2500646250062957E-04, 220.0
  0.4900000095367432E+01, -0.7607326821182488E-01, -0.2636245074077977E-04, 220.0
  0.5000000000000000E+01, -0.7607333285751176E-01, -0.2791540497219834E-04, 220.0
  0.5099999904632568E+01, -0.7607340097135473E-01, -0.2970677440050445E-04, 220.0
  0.5199999809265137E+01, -0.7607347283096269E-01, -0.3179075297057448E-04, 220.0
  0.5300000190734863E+01, -0.7607354875902934E-01, -0.3423955085167037E-04, 220.0
  0.5400000095367432E+01, -0.7607362913452990E-01, -0.3715151651929307E-04, 220.0
  0.5500000000000000E+01, -0.7607371440799920E-01, -0.4066408174462846E-04, 220.0
  0.5599999904632568E+01, -0.7607380512291907E-01, -0.4497522821744059E-04, 220.0
  0.5699999809265137E+01, -0.7607390194660732E-01, -0.5038080377436092E-04, 220.0
  0.5800000190734863E+01, -0.7607400571652999E-01, -0.5734319230724569E-04, 220.0
  0.5900000095367432E+01, -0.7607411751302247E-01, -0.6662687297450948E-04, 220.0
  0.6000000000000000E+01, -0.7607423878032897E-01, -0.7959085535743533E-04, 220.0
  0.6099999904632568E+01, -0.7607424285363422E-01, -0.6425469323973593E-04, 220.0
  0.6199999809265137E+01, -0.7607424076000335E-01, -0.4892045049264200E-04, 220.0
  0.6300000190734863E+01, -0.7607423251190641E-01, -0.3358806553971548E-04, 220.0
  0.6400000095367432E+01, -0.7607421812140520E-01, -0.1825748031555019E-04, 220.0
  0.6500000000000000E+01, -0.7607419760017677E-01, -0.2928640037418182E-05, 220.0
  0.6599999904632568E+01, -0.7607417095952933E-01,  0.1239850700145965E-04,   1.0
  0.6699999809265137E+01, -0.7607413821042341E-01,  0.2772400962431262E-04,   1.0
  0.6800000190734863E+01, -0.7607409936348902E-01,  0.4304791395094924E-04,   1.0
  0.6900000095367432E+01, -0.7607405442904100E-01,  0.5837026356295154E-04,   1.0
  0.7000000000000000E+01, -0.7607400341709088E-01,  0.7369109965724945E-04,   1.0
  0.7099999904632568E+01, -0.7607418436049967E-01,  0.1013658003220318E-04,   1.0
  0.7199999809265137E+01, -0.7607437198449261E-01, -0.3549726308145347E-04,   1.0
  0.7300000190734863E+01, -0.7607456471375269E-01, -0.6982965565978480E-04,   1.0
  0.7400000095367432E+01, -0.7607476140981186E-01, -0.9658431753218357E-04,   1.0
  0.7500000000000000E+01, -0.7607496121098312E-01, -0.1180137030266320E-03,   1.0
  0.7599999904632568E+01, -0.7607516344253658E-01, -0.1355592133181264E-03,   1.0
  0.7699999809265137E+01, -0.7607536756223718E-01, -0.1501856398345785E-03,   1.0
  0.7800000190734863E+01, -0.7607557312530337E-01, -0.1625629068529329E-03,   1.0
  0.7900000095367432E+01, -0.7607577976081054E-01, -0.1731706223633912E-03,   1.0
  0.8000000000000000E+01, -0.7607598715518864E-01, -0.1823611264410446E-03,   1.0
  0.8100000381469727E+01, -0.7607619504032133E-01, -0.1903990509612842E-03,   1.0
  0.8199999809265137E+01, -0.7607640318474847E-01, -0.1974869963723772E-03,   1.0
  0.8300000190734863E+01, -0.7607661138701062E-01, -0.2037826922165788E-03,   1.0
  0.8399999618530273E+01, -0.7607681947052060E-01, -0.2094107624492436E-03,   1.0
  0.8500000000000000E+01, -0.7607702727954899E-01, -0.2144709750419420E-03,   1.0
  0.8600000381469727E+01, -0.7607723467603374E-01, -0.2190441428696663E-03,   1.0
  0.8699999809265137E+01, -0.7607744153701183E-01, -0.2231964203837197E-03,   1.0
  0.8800000190734863E+01, -0.7607764775252797E-01, -0.2269824826445627E-03,   1.0
  0.8899999618530273E+01, -0.7607785322391616E-01, -0.2304479116805559E-03,   1.0
  0.9000000000000000E+01, -0.7607805786237314E-01, -0.2336310114946430E-03,   1.0
  0.9100000381469727E+01, -0.7607826158776113E-01, -0.2365642051413752E-03,   1.0
  0.9199999809265137E+01, -0.7607846432760194E-01, -0.2392751219715140E-03,   1.0
  0.9300000190734863E+01, -0.7607866601622074E-01, -0.2417874523275757E-03,   1.0
  0.9399999618530273E+01, -0.7607886659401056E-01, -0.2441216257112393E-03,   1.0
  0.9500000000000000E+01, -0.7607906600680586E-01, -0.2462953535316562E-03,   1.0
  0.9600000381469727E+01, -0.7607926420533494E-01, -0.2483240669622404E-03,   1.0
  0.9699999809265137E+01, -0.7607946114474799E-01, -0.2502212728101725E-03,   1.0
  0.9800000190734863E+01, -0.7607965678419928E-01, -0.2519988447654207E-03,   1.0
  0.9899999618530273E+01, -0.7607985108648747E-01, -0.2536672633140052E-03,   1.0
  0.1000000000000000E+02, -0.7608004401773133E-01, -0.2552358145674036E-03,   1.0
  0.1010000038146973E+02, -0.7608023554708793E-01, -0.2567127559887492E-03,   1.0
  0.1019999980926514E+02, -0.7608042564649982E-01, -0.2581054552689626E-03,   1.0
  0.1030000019073486E+02, -0.7608061429047001E-01, -0.2594205072953451E-03,   1.0
  0.1039999961853027E+02, -0.7608080145586128E-01, -0.2606638331396861E-03,   1.0
  0.1050000000000000E+02, -0.7608098712171314E-01, -0.2618407642087566E-03,   1.0
  0.1060000038146973E+02, -0.7608117126908211E-01, -0.2629561140896945E-03,   1.0
  0.1069999980926514E+02, -0.7608135388089390E-01, -0.2640142401379199E-03,   1.0
  0.1080000019073486E+02, -0.7608153494180805E-01, -0.2650190964765767E-03,   1.0
  0.1089999961853027E+02, -0.7608171443810038E-01, -0.2659742797737783E-03,   1.0
  0.1100000000000000E+02, -0.7608189235755064E-01, -0.2668830689173022E-03,   1.0
  0.1110000038146973E+02, -0.7608206868934390E-01, -0.2677484595196349E-03,   1.0
  0.1119999980926514E+02, -0.7608224342397686E-01, -0.2685731940169017E-03,   1.0
  0.1130000019073486E+02, -0.7608241655317483E-01, -0.2693597880092532E-03,   1.0
  0.1139999961853027E+02, -0.7608258806981458E-01, -0.2701105533770342E-03,   1.0
  0.1150000000000000E+02, -0.7608275796785251E-01, -0.2708276186214187E-03,   1.0
